"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"66","GTLM","Joey Hand","95","51.708","1:23:34.256","Green","Track","0.465","0.831","9.665","10.174","13.475","5.287","9.080","2.731","148.949"
"4","GTLM","Marcel Fassler","94","51.228","1:23:36.194","Green","Track","0.464","0.827","9.625","10.063","13.352","5.249","8.945","2.703","149.270"
"25","GTLM","Tom Blomqvist","95","52.891","1:23:41.143","Green","Track","0.462","0.826","10.023","10.546","13.610","5.555","9.160","2.709","149.916"
"48","GTD","Corey Lewis","92","54.081","1:23:41.866","Green","Track","0.473","0.845","10.005","10.568","14.054","5.859","9.487","2.790","146.430"
"3","GTLM","Jan Magnussen","95","53.107","1:23:47.301","Green","Track","0.465","0.829","10.061","10.384","13.879","5.533","9.217","2.739","148.949"
"76","GTD","Matt Plumb","92","54.061","1:23:50.357","Green","Track","0.478","0.848","10.224","10.779","14.088","5.546","9.301","2.797","144.898"
"57","GTD","Katherine Legge","92","54.545","1:23:51.298","Green","Track","0.478","0.853","10.245","10.978","14.118","5.623","9.435","2.815","144.898"
"33","GTD","Jeroen Bleekemolen","93","54.583","1:23:51.718","Green","Track","0.473","0.842","10.131","11.224","13.964","5.672","9.512","2.765","146.430"
"86","GTD","Mario Farnbacher","93","54.511","1:23:51.974","Green","Track","0.472","0.840","10.063","11.119","14.149","5.565","9.496","2.807","146.740"
"9","GTD","Dennis Olsen","93","54.274","1:23:52.361","Green","Track","0.473","0.847","10.026","10.802","14.134","5.630","9.532","2.830","146.430"
"12","GTD","Townsend Bell","78","53.324","1:23:55.697","Green","Track","0.473","0.844","9.854","10.502","14.107","5.417","9.325","2.802","146.430"
"67","GTLM","Richard Westbrook","95","51.455","1:23:55.878","Green","Track","0.467","0.834","9.491","10.149","13.503","5.300","8.986","2.725","148.311"
"73","GTD","Marco Seefried","93","53.545","1:24:02.097","Green","Track","0.473","0.846","10.032","10.699","13.949","5.435","9.336","2.775","146.430"
"91","GTD","Matt Campbell","93","53.538","1:24:02.408","Green","Track","0.473","0.846","10.043","10.619","13.991","5.503","9.288","2.775","146.430"
"96","GTD","Bill Auberlen","93","53.494","1:24:03.057","Green","Track","0.471","0.839","9.968","10.655","13.975","5.446","9.372","2.768","147.052"
"14","GTD","Jack Hawksworth","93","53.538","1:24:06.145","Green","Track","0.472","0.844","9.983","10.690","14.049","5.476","9.251","2.773","146.740"
"24","GTLM","Jesse Krohn","95","53.772","1:24:06.992","Green","Track","0.461","0.821","10.349","10.706","13.726","5.548","9.429","2.732","150.242"
"912","GTLM","Earl Bamber","96","53.929","1:24:07.330","Green","Track","0.459","0.817","10.342","10.777","13.729","5.504","9.536","2.765","150.896"
"911","GTLM","Patrick Pilet","96","53.872","1:24:07.563","Green","Track","0.460","0.829","10.193","10.912","13.805","5.511","9.438","2.724","150.568"
"63","GTD","Toni Vilander","91","54.123","1:24:17.238","Green","Track","0.478","0.851","9.979","10.810","13.994","5.647","9.538","2.826","144.898"
"11","GTD","Andy Lally","93","53.213","1:24:24.408","Green","Track","0.477","0.852","9.874","10.522","13.985","5.455","9.239","2.809","145.202"
"66","GTLM","Joey Hand","96","51.899","1:24:26.155","Green","Track","0.464","0.828","9.667","10.233","13.549","5.355","9.067","2.736","149.270"
"4","GTLM","Marcel Fassler","95","51.236","1:24:27.430","Green","Track","0.458","0.818","9.553","10.185","13.362","5.252","8.921","2.687","151.226"
"25","GTLM","Tom Blomqvist","96","52.218","1:24:33.361","Green","Track","0.458","0.815","9.878","10.448","13.401","5.382","9.070","2.766","151.226"
"48","GTD","Corey Lewis","93","53.771","1:24:35.637","Green","Track","0.472","0.842","10.092","10.759","13.941","5.512","9.355","2.798","146.740"
"3","GTLM","Jan Magnussen","96","53.474","1:24:40.775","Green","Track","0.462","0.825","10.073","10.508","14.015","5.526","9.318","2.747","149.916"
"76","GTD","Matt Plumb","93","54.061","1:24:44.418","Green","Track","0.471","0.848","10.020","10.792","14.119","5.495","9.486","2.830","147.052"
"57","GTD","Katherine Legge","93","53.768","1:24:45.066","Green","Track","0.475","0.853","10.087","10.710","14.029","5.488","9.326","2.800","145.813"
"33","GTD","Jeroen Bleekemolen","94","53.825","1:24:45.543","Green","Track","0.467","0.831","10.015","10.867","13.928","5.592","9.365","2.760","148.311"
"86","GTD","Mario Farnbacher","94","53.942","1:24:45.916","Green","Track","0.472","0.844","10.064","10.828","14.159","5.463","9.330","2.782","146.740"
"9","GTD","Dennis Olsen","94","54.021","1:24:46.382","Green","Track","0.478","0.861","10.083","10.703","14.192","5.556","9.363","2.785","144.898"
"67","GTLM","Richard Westbrook","96","51.283","1:24:47.161","Green","Track","0.464","0.829","9.472","10.159","13.523","5.218","8.903","2.715","149.270"
"12","GTD","Townsend Bell","79","54.000","1:24:49.697","Green","Track","0.498","0.927","10.281","10.618","14.078","5.477","9.327","2.794","139.079"
"73","GTD","Marco Seefried","94","53.797","1:24:55.894","Green","Track","0.472","0.844","10.029","10.661","13.931","5.511","9.553","2.796","146.740"
"96","GTD","Bill Auberlen","94","53.612","1:24:56.669","Green","Track","0.469","0.835","9.971","10.653","14.049","5.461","9.389","2.785","147.679"
"91","GTD","Matt Campbell","94","54.583","1:24:56.991","Green","Track","0.472","0.844","9.980","10.632","13.867","5.511","10.183","3.094","146.740"
"14","GTD","Jack Hawksworth","94","53.660","1:24:59.805","Green","Track","0.469","0.843","9.957","10.703","14.049","5.531","9.326","2.782","147.679"
"912","GTLM","Earl Bamber","97","53.472","1:25:00.802","Green","Track","0.465","0.828","10.281","10.505","13.684","5.521","9.452","2.736","148.949"
"911","GTLM","Patrick Pilet","97","53.540","1:25:01.103","Green","Track","0.460","0.819","10.290","10.555","13.680","5.567","9.445","2.724","150.568"
"63","GTD","Toni Vilander","92","54.026","1:25:11.264","Green","Track","0.477","0.851","10.102","10.701","14.046","5.556","9.474","2.819","145.202"
"11","GTD","Andy Lally","94","53.180","1:25:17.588","Green","Track","0.476","0.851","9.870","10.540","13.947","5.444","9.255","2.797","145.507"
"66","GTLM","Joey Hand","97","52.003","1:25:18.158","Green","Track","0.465","0.829","9.757","10.257","13.526","5.354","9.078","2.737","148.949"
"4","GTLM","Marcel Fassler","96","51.189","1:25:18.619","Green","Track","0.456","0.815","9.497","10.045","13.381","5.261","9.027","2.707","151.889"
"25","GTLM","Tom Blomqvist","97","52.370","1:25:25.731","Green","Track","0.465","0.827","9.866","10.533","13.409","5.421","9.126","2.723","148.949"
"48","GTD","Corey Lewis","94","53.985","1:25:29.622","Green","Track","0.473","0.844","10.073","10.780","14.062","5.555","9.390","2.808","146.430"
"3","GTLM","Jan Magnussen","97","53.695","1:25:34.470","Green","Track","0.464","0.826","10.207","10.536","13.891","5.567","9.452","2.752","149.270"
"24","GTLM","Jesse Krohn","96","1:28.321","1:25:35.313","Green","Pit","0.462","0.822","10.335","10.475","13.694","5.541","11.261","35.731","149.916"
"76","GTD","Matt Plumb","94","54.485","1:25:38.903","Green","Track","0.479","0.853","10.208","10.873","14.238","5.584","9.426","2.824","144.596"
"57","GTD","Katherine Legge","94","54.184","1:25:39.250","Green","Track","0.476","0.850","10.160","10.728","14.138","5.546","9.457","2.829","145.507"
"67","GTLM","Richard Westbrook","97","52.511","1:25:39.672","Green","Track","0.462","0.823","9.480","10.763","13.800","5.266","9.157","2.760","149.916"
"33","GTD","Jeroen Bleekemolen","95","54.104","1:25:39.647","Green","Track","0.468","0.833","10.116","10.816","13.996","5.563","9.531","2.781","147.994"
"9","GTD","Dennis Olsen","95","54.650","1:25:41.032","Green","Track","0.472","0.848","10.151","11.045","14.367","5.565","9.415","2.787","146.740"
"86","GTD","Mario Farnbacher","95","55.478","1:25:41.394","Green","Track","0.471","0.841","10.062","0.000","0.000","5.513","9.321","2.776","147.052"
"12","GTD","Townsend Bell","80","53.858","1:25:43.555","Green","Track","0.473","0.843","9.960","10.606","14.377","5.463","9.342","2.794","146.430"
"73","GTD","Marco Seefried","95","53.828","1:25:49.722","Green","Track","0.475","0.847","10.052","10.761","14.056","5.470","9.371","2.796","145.813"
"96","GTD","Bill Auberlen","95","53.580","1:25:50.249","Green","Track","0.473","0.841","10.006","10.671","13.924","5.491","9.398","2.776","146.430"
"91","GTD","Matt Campbell","95","53.490","1:25:50.481","Green","Track","0.510","0.902","10.103","10.667","13.839","5.438","9.260","2.771","135.807"
"14","GTD","Jack Hawksworth","95","53.777","1:25:53.582","Green","Track","0.471","0.843","9.983","10.709","14.122","5.574","9.294","2.781","147.052"
"912","GTLM","Earl Bamber","98","53.491","1:25:54.293","Green","Track","0.462","0.825","10.071","10.302","13.625","5.802","9.644","2.760","149.916"
"911","GTLM","Patrick Pilet","98","53.587","1:25:54.690","Green","Track","0.460","0.832","10.184","10.374","13.506","5.565","9.868","2.798","150.568"
"63","GTD","Toni Vilander","93","53.799","1:26:05.063","Green","Track","0.477","0.852","9.986","10.741","14.052","5.468","9.421","2.802","145.202"
"11","GTD","Andy Lally","95","53.208","1:26:10.796","Green","Track","0.475","0.847","9.926","10.526","13.869","5.384","9.363","2.818","145.813"
"66","GTLM","Joey Hand","98","52.832","1:26:10.990","Green","Track","0.465","0.830","9.774","10.507","13.766","5.460","9.274","2.756","148.949"
"4","GTLM","Marcel Fassler","97","52.552","1:26:11.171","Green","Track","0.459","0.817","9.710","10.395","13.695","5.570","9.205","2.701","150.896"
"25","GTLM","Tom Blomqvist","98","52.320","1:26:18.051","Green","Track","0.459","0.817","9.881","10.502","13.327","5.422","9.192","2.720","150.896"
"48","GTD","Corey Lewis","95","53.902","1:26:23.524","Green","Track","0.474","0.844","10.077","10.682","14.087","5.546","9.395","2.797","146.121"
"3","GTLM","Jan Magnussen","98","53.495","1:26:27.965","Green","Track","0.463","0.827","10.207","10.553","13.793","5.533","9.373","2.746","149.593"
"67","GTLM","Richard Westbrook","98","53.459","1:26:33.131","Green","Track","0.468","0.832","10.083","10.780","14.047","5.481","9.043","2.725","147.994"
"76","GTD","Matt Plumb","95","55.146","1:26:34.049","Green","Track","0.477","0.850","10.276","10.931","14.424","5.903","9.470","2.815","145.202"
"57","GTD","Katherine Legge","95","56.130","1:26:35.380","Green","Track","0.477","0.853","10.309","11.303","15.038","5.813","9.520","2.817","145.202"
"33","GTD","Jeroen Bleekemolen","96","56.170","1:26:35.817","Green","Track","0.469","0.839","10.444","10.957","15.131","5.851","9.701","2.778","147.679"
"9","GTD","Dennis Olsen","96","55.028","1:26:36.060","Green","Track","0.473","0.842","10.051","10.573","14.747","5.798","9.740","2.804","146.430"
"24","GTLM","Jesse Krohn","97","1:00.886","1:26:36.199","Green","Track","0.000","0.000","12.834","10.534","13.575","5.441","9.242","2.701","0.000"
"86","GTD","Mario Farnbacher","96","54.861","1:26:36.255","Green","Track","0.470","0.839","10.053","10.742","14.582","5.640","9.700","2.835","147.365"
"12","GTD","Townsend Bell","81","54.103","1:26:37.658","Green","Track","0.473","0.841","10.088","10.823","14.257","5.528","9.319","2.774","146.430"
"73","GTD","Marco Seefried","96","53.979","1:26:43.701","Green","Track","0.474","0.846","10.086","10.814","14.100","5.508","9.359","2.792","146.121"
"96","GTD","Bill Auberlen","96","53.996","1:26:44.245","Green","Track","0.470","0.836","10.122","10.789","14.114","5.497","9.396","2.772","147.365"
"91","GTD","Matt Campbell","96","54.016","1:26:44.497","Green","Track","0.471","0.839","10.036","10.898","14.142","5.516","9.324","2.790","147.052"
"14","GTD","Jack Hawksworth","96","53.783","1:26:47.365","Green","Track","0.471","0.839","9.983","10.659","14.156","5.557","9.330","2.788","147.052"
"912","GTLM","Earl Bamber","99","53.303","1:26:47.596","Green","Track","0.465","0.827","10.132","10.446","13.703","5.651","9.350","2.729","148.949"
"911","GTLM","Patrick Pilet","99","53.157","1:26:47.847","Green","Track","0.470","0.836","10.022","10.492","13.688","5.573","9.361","2.715","147.365"
"63","GTD","Toni Vilander","94","53.674","1:26:58.737","Green","Track","0.474","0.845","9.991","10.666","13.974","5.477","9.430","2.817","146.121"
"66","GTLM","Joey Hand","99","52.499","1:27:03.489","Green","Track","0.467","0.832","10.029","10.347","13.644","5.406","9.046","2.728","148.311"
"4","GTLM","Marcel Fassler","98","52.807","1:27:03.978","Green","Track","0.458","0.816","10.111","10.384","13.623","5.416","9.248","2.751","151.226"
"11","GTD","Andy Lally","96","54.593","1:27:05.389","Green","Track","0.482","0.900","10.903","10.579","14.003","5.535","9.385","2.806","143.696"
"25","GTLM","Tom Blomqvist","99","52.344","1:27:10.395","Green","Track","0.459","0.818","9.953","10.390","13.393","5.426","9.184","2.721","150.896"
"48","GTD","Corey Lewis","96","53.968","1:27:17.492","Green","Track","0.473","0.845","10.164","10.673","14.097","5.526","9.379","2.811","146.430"
"3","GTLM","Jan Magnussen","99","53.611","1:27:21.576","Green","Track","0.463","0.827","10.136","10.655","13.990","5.529","9.263","2.748","149.593"
"67","GTLM","Richard Westbrook","99","51.348","1:27:24.479","Green","Track","0.465","0.830","9.372","10.148","13.710","5.255","8.863","2.705","148.949"
"76","GTD","Matt Plumb","96","53.816","1:27:27.865","Green","Track","0.474","0.851","10.125","10.706","14.038","5.519","9.302","2.801","146.121"
"57","GTD","Katherine Legge","96","53.803","1:27:29.183","Green","Track","0.478","0.854","10.119","10.687","14.103","5.515","9.252","2.795","144.898"
"33","GTD","Jeroen Bleekemolen","97","53.926","1:27:29.743","Green","Track","0.469","0.839","10.131","10.734","13.948","5.667","9.378","2.760","147.679"
"24","GTLM","Jesse Krohn","98","53.679","1:27:29.878","Green","Track","0.458","0.815","10.189","10.594","13.903","5.626","9.387","2.707","151.226"
"9","GTD","Dennis Olsen","97","54.473","1:27:30.533","Green","Track","0.473","0.845","10.561","10.860","14.108","5.507","9.332","2.787","146.430"
"86","GTD","Mario Farnbacher","97","54.603","1:27:30.858","Green","Track","0.475","0.848","10.572","10.959","14.196","5.480","9.287","2.786","145.813"
"12","GTD","Townsend Bell","82","54.216","1:27:31.874","Green","Track","0.470","0.838","10.068","10.757","14.309","5.489","9.452","2.833","147.365"
"73","GTD","Marco Seefried","97","53.565","1:27:37.266","Green","Track","0.474","0.847","10.029","10.624","13.919","5.519","9.356","2.797","146.121"
"96","GTD","Bill Auberlen","97","53.636","1:27:37.881","Green","Track","0.469","0.836","10.019","10.711","14.030","5.459","9.342","2.770","147.679"
"91","GTD","Matt Campbell","97","53.686","1:27:38.183","Green","Track","0.473","0.846","10.058","10.714","13.953","5.516","9.346","2.780","146.430"
"912","GTLM","Earl Bamber","100","53.486","1:27:41.082","Green","Track","0.460","0.823","10.156","10.429","13.886","5.598","9.379","2.755","150.568"
"911","GTLM","Patrick Pilet","100","53.784","1:27:41.631","Green","Track","0.460","0.827","10.200","10.431","13.791","5.842","9.487","2.746","150.568"
"14","GTD","Jack Hawksworth","97","54.877","1:27:42.242","Green","Track","0.471","0.842","9.928","10.615","14.127","6.014","10.036","2.844","147.052"
"63","GTD","Toni Vilander","95","53.663","1:27:52.400","Green","Track","0.476","0.848","9.962","10.682","13.985","5.491","9.413","2.806","145.507"
"4","GTLM","Marcel Fassler","99","52.005","1:27:55.983","Green","Track","0.463","0.827","9.624","10.308","13.383","5.540","9.143","2.717","149.593"
"66","GTLM","Joey Hand","100","53.015","1:27:56.504","Green","Track","0.463","0.828","9.757","10.334","13.614","5.819","9.418","2.782","149.593"
"11","GTD","Andy Lally","97","53.652","1:27:59.041","Green","Track","0.476","0.848","9.979","10.701","13.953","5.485","9.390","2.820","145.507"
"25","GTLM","Tom Blomqvist","100","52.424","1:28:02.819","Green","Track","0.458","0.818","10.011","10.398","13.430","5.405","9.175","2.729","151.226"
"48","GTD","Corey Lewis","97","53.806","1:28:11.298","Green","Track","0.475","0.848","10.074","10.701","14.015","5.490","9.394","2.809","145.813"
"3","GTLM","Jan Magnussen","100","53.651","1:28:15.227","Green","Track","0.463","0.827","10.245","10.638","13.823","5.535","9.338","2.782","149.593"
"67","GTLM","Richard Westbrook","100","51.076","1:28:15.555","Green","Track","0.461","0.823","9.289","10.089","13.606","5.201","8.890","2.717","150.242"
"76","GTD","Matt Plumb","97","54.147","1:28:22.012","Green","Track","0.474","0.846","10.132","10.851","14.141","5.545","9.345","2.813","146.121"
"24","GTLM","Jesse Krohn","99","53.025","1:28:22.903","Green","Track","0.458","0.815","10.046","10.450","13.726","5.542","9.247","2.741","151.226"
"57","GTD","Katherine Legge","97","54.442","1:28:23.625","Green","Track","0.476","0.849","10.112","10.608","14.043","5.951","9.565","2.838","145.507"
