"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"86","GTD","Mario Farnbacher","153","53.456","2:18:05.808","Green","Track","0.474","0.847","10.032","10.654","13.865","5.487","9.304","2.793","146.121"
"9","GTD","Dennis Olsen","153","53.324","2:18:06.353","Green","Track","0.476","0.851","10.047","10.548","13.789","5.464","9.363","2.786","145.507"
"48","GTD","Bryan Sellers","152","53.240","2:18:08.591","Green","Track","0.471","0.841","9.891","10.584","13.888","5.457","9.316","2.792","147.052"
"76","GTD","Paul Holton","151","54.076","2:18:14.582","Green","Track","0.476","0.850","10.062","10.837","14.088","5.547","9.406","2.810","145.507"
"57","GTD","Katherine Legge","151","54.051","2:18:14.957","Green","Track","0.479","0.857","10.170","10.753","14.057","5.534","9.388","2.813","144.596"
"912","GTLM","Earl Bamber","157","53.209","2:18:15.072","Green","Track","0.460","0.820","10.105","10.716","13.740","5.430","9.224","2.714","150.568"
"33","GTD","Jeroen Bleekemolen","153","54.522","2:18:16.122","Green","Track","0.469","0.832","10.170","11.140","14.151","5.537","9.449","2.774","147.679"
"911","GTLM","Patrick Pilet","157","52.788","2:18:16.816","Green","Track","0.464","0.827","10.035","10.286","13.729","5.458","9.259","2.730","149.270"
"67","GTLM","Richard Westbrook","157","52.241","2:18:17.508","Green","Track","0.462","0.822","9.645","10.231","13.747","5.364","9.204","2.766","149.916"
"96","GTD","Bill Auberlen","153","54.274","2:18:17.499","Green","Track","0.469","0.835","9.872","10.678","14.378","5.650","9.585","2.807","147.679"
"66","GTLM","Joey Hand","157","52.430","2:18:18.272","Green","Track","0.462","0.821","9.800","10.322","13.656","5.493","9.181","2.695","149.916"
"91","GTD","Matt Campbell","153","54.356","2:18:18.174","Green","Track","0.499","0.892","10.442","10.543","14.358","5.480","9.362","2.780","138.800"
"4","GTLM","Oliver Gavin","156","52.481","2:18:18.520","Green","Track","0.459","0.821","9.904","10.348","13.663","5.376","9.201","2.709","150.896"
"73","GTD","Patrick Long","153","53.247","2:18:21.095","Green","Track","0.474","0.845","9.861","10.526","13.846","5.500","9.410","2.785","146.121"
"63","GTD","Toni Vilander","150","54.027","2:18:31.072","Green","Track","0.477","0.851","10.034","10.714","13.956","5.652","9.534","2.809","145.202"
"25","GTLM","Connor De Phillippi","157","53.601","2:18:34.095","Green","Track","0.450","0.801","10.211","10.604","13.956","5.564","9.299","2.716","153.914"
"14","GTD","Jack Hawksworth","153","54.455","2:18:34.686","Green","Track","0.473","0.844","9.946","10.725","14.341","5.728","9.588","2.810","146.430"
"24","GTLM","John Edwards","156","51.867","2:18:36.907","Green","Track","0.459","0.818","9.864","10.220","13.429","5.330","9.044","2.703","150.896"
"12","GTD","Townsend Bell","136","54.086","2:18:44.146","Green","Track","0.476","0.850","10.093","10.729","14.163","5.481","9.477","2.817","145.507"
"3","GTLM","Antonio Garcia","157","52.203","2:18:49.765","Green","Track","0.459","0.820","9.888","10.345","13.551","5.348","9.081","2.711","150.896"
"11","GTD","Andy Lally","153","53.390","2:18:56.762","Green","Track","0.476","0.851","9.839","10.699","14.005","5.418","9.294","2.808","145.507"
"86","GTD","Mario Farnbacher","154","53.157","2:18:58.965","Green","Track","0.474","0.848","9.889","10.629","13.899","5.420","9.230","2.768","146.121"
"9","GTD","Dennis Olsen","154","53.393","2:18:59.746","Green","Track","0.472","0.844","9.946","10.597","13.821","5.507","9.407","2.799","146.740"
"48","GTD","Bryan Sellers","153","53.073","2:19:01.664","Green","Track","0.472","0.842","9.895","10.539","13.843","5.412","9.291","2.779","146.740"
"912","GTLM","Earl Bamber","158","53.421","2:19:08.493","Green","Track","0.460","0.820","10.289","10.878","13.740","5.348","9.153","2.733","150.568"
"33","GTD","Jeroen Bleekemolen","154","55.572","2:19:11.694","Green","Track","0.467","0.835","10.242","10.790","14.304","6.083","10.019","2.832","148.311"
"67","GTLM","Richard Westbrook","158","54.823","2:19:12.331","Green","Track","0.468","0.835","9.717","10.408","14.216","5.986","10.306","2.887","147.994"
"66","GTLM","Joey Hand","158","54.361","2:19:12.633","Green","Track","0.456","0.812","9.929","10.865","13.948","5.631","9.868","2.852","151.889"
"4","GTLM","Oliver Gavin","157","54.686","2:19:13.206","Green","Track","0.460","0.819","10.071","10.638","14.063","5.771","9.997","2.867","150.568"
"911","GTLM","Patrick Pilet","158","56.562","2:19:13.378","Green","Track","0.461","0.823","9.951","10.583","14.316","6.043","11.210","3.175","150.242"
"96","GTD","Bill Auberlen","154","56.116","2:19:13.615","Green","Track","0.474","0.846","10.229","10.951","14.181","6.080","10.451","2.904","146.121"
"76","GTD","Paul Holton","152","59.257","2:19:13.839","Green","Track","0.476","0.852","10.584","11.252","14.377","7.319","11.351","3.046","145.507"
"73","GTD","Patrick Long","154","54.271","2:19:15.366","Green","Track","0.471","0.841","9.841","10.512","13.883","5.552","10.200","2.971","147.052"
"91","GTD","Matt Campbell","154","57.571","2:19:15.745","Green","Track","0.471","0.849","10.718","10.708","14.076","5.669","11.728","3.352","147.052"
"57","GTD","Katherine Legge","152","1:03.394","2:19:18.351","Green","Track","0.477","0.862","10.701","10.972","14.170","6.639","15.537","4.036","145.202"
"63","GTD","Toni Vilander","151","53.891","2:19:24.963","Green","Track","0.474","0.846","9.939","10.669","13.968","5.595","9.581","2.819","146.121"
"25","GTLM","Connor De Phillippi","158","53.162","2:19:27.257","Green","Track","0.458","0.822","10.213","10.547","13.506","5.523","9.346","2.747","151.226"
"14","GTD","Jack Hawksworth","154","54.086","2:19:28.772","Green","Track","0.473","0.847","10.020","10.801","14.191","5.493","9.455","2.806","146.430"
"24","GTLM","John Edwards","157","51.990","2:19:28.897","Green","Track","0.456","0.811","9.744","10.319","13.433","5.403","9.134","2.690","151.889"
"12","GTD","Townsend Bell","137","54.416","2:19:38.562","Green","Track","0.476","0.848","10.047","10.623","14.452","5.557","9.581","2.832","145.507"
"3","GTLM","Antonio Garcia","158","52.283","2:19:42.048","Green","Track","0.458","0.820","9.885","10.396","13.520","5.365","9.126","2.713","151.226"
"11","GTD","Andy Lally","154","53.468","2:19:50.230","Green","Track","0.475","0.849","9.914","10.545","13.995","5.453","9.412","2.825","145.813"
"86","GTD","Mario Farnbacher","155","53.343","2:19:52.308","Green","Track","0.470","0.842","9.938","10.596","13.977","5.438","9.293","2.789","147.365"
"9","GTD","Dennis Olsen","155","53.378","2:19:53.124","Green","Track","0.474","0.846","9.986","10.454","13.887","5.476","9.452","2.803","146.121"
"48","GTD","Bryan Sellers","154","53.390","2:19:55.054","Green","Track","0.470","0.837","9.873","10.663","13.950","5.436","9.362","2.799","147.365"
"912","GTLM","Earl Bamber","159","52.079","2:20:00.572","Green","Track","0.463","0.824","9.896","10.233","13.498","5.330","9.108","2.727","149.593"
"67","GTLM","Richard Westbrook","159","52.566","2:20:04.897","Green","Track","0.482","0.857","9.841","10.518","13.702","5.461","8.998","2.707","143.696"
"33","GTD","Jeroen Bleekemolen","155","54.189","2:20:05.883","Green","Track","0.478","0.850","10.235","10.586","13.773","6.000","9.500","2.767","144.898"
"66","GTLM","Joey Hand","159","53.354","2:20:05.987","Green","Track","0.477","0.850","10.104","10.446","13.634","5.620","9.491","2.732","145.202"
"4","GTLM","Oliver Gavin","158","52.920","2:20:06.126","Green","Track","0.482","0.855","10.087","10.411","13.510","5.450","9.382","2.743","143.696"
"911","GTLM","Patrick Pilet","159","54.265","2:20:07.643","Green","Track","0.515","0.906","10.907","10.562","13.840","5.486","9.324","2.725","134.488"
"96","GTD","Bill Auberlen","155","55.053","2:20:08.668","Green","Track","0.484","0.857","11.005","10.948","14.072","5.456","9.445","2.786","143.102"
"76","GTD","Paul Holton","153","56.206","2:20:10.045","Green","Track","0.507","0.902","11.158","11.039","14.372","5.752","9.644","2.832","136.610"
"73","GTD","Patrick Long","155","54.728","2:20:10.094","Green","Track","0.493","0.875","10.271","10.701","14.167","5.911","9.533","2.777","140.490"
"91","GTD","Matt Campbell","155","54.729","2:20:10.474","Green","Track","0.536","0.942","10.250","10.705","13.974","5.855","9.656","2.811","129.219"
"57","GTD","Katherine Legge","153","55.051","2:20:13.402","Green","Track","0.598","1.033","10.728","10.771","14.150","5.543","9.412","2.816","115.822"
"63","GTD","Toni Vilander","152","53.811","2:20:18.774","Green","Track","0.476","0.850","9.988","10.738","13.940","5.520","9.496","2.803","145.507"
"25","GTLM","Connor De Phillippi","159","53.418","2:20:20.675","Green","Track","0.463","0.823","10.292","10.699","13.637","5.492","9.295","2.717","149.593"
"24","GTLM","John Edwards","158","52.064","2:20:20.961","Green","Track","0.455","0.809","9.963","10.261","13.389","5.347","9.130","2.710","152.223"
"14","GTD","Jack Hawksworth","155","54.610","2:20:23.382","Green","Track","0.474","0.844","10.598","10.774","14.144","5.553","9.421","2.802","146.121"
"12","GTD","Townsend Bell","138","54.338","2:20:32.900","Green","Track","0.479","0.852","10.179","10.635","14.216","5.603","9.555","2.819","144.596"
"3","GTLM","Antonio Garcia","159","52.328","2:20:34.376","Green","Track","0.459","0.818","9.991","10.417","13.526","5.344","9.071","2.702","150.896"
"11","GTD","Andy Lally","155","53.927","2:20:44.157","Green","Track","0.478","0.854","10.082","10.669","14.037","5.548","9.437","2.822","144.898"
"86","GTD","Mario Farnbacher","156","53.503","2:20:45.811","Green","Track","0.472","0.847","10.038","10.622","13.887","5.509","9.340","2.788","146.740"
"9","GTD","Dennis Olsen","156","53.535","2:20:46.659","Green","Track","0.475","0.847","10.056","10.635","13.822","5.513","9.397","2.790","145.813"
"48","GTD","Bryan Sellers","155","53.478","2:20:48.532","Green","Track","0.473","0.844","10.004","10.605","13.932","5.475","9.357","2.788","146.430"
"912","GTLM","Earl Bamber","160","51.980","2:20:52.552","Green","Track","0.461","0.822","9.860","10.274","13.495","5.313","9.047","2.708","150.242"
"67","GTLM","Richard Westbrook","160","51.335","2:20:56.232","Green","Track","0.461","0.822","9.573","10.183","13.439","5.244","8.912","2.701","150.242"
"66","GTLM","Joey Hand","160","52.443","2:20:58.430","Green","Track","0.460","0.819","9.932","10.462","13.505","5.381","9.154","2.730","150.568"
"4","GTLM","Oliver Gavin","159","52.573","2:20:58.699","Green","Track","0.464","0.829","10.148","10.311","13.631","5.418","9.073","2.699","149.270"
"911","GTLM","Patrick Pilet","160","52.734","2:21:00.377","Green","Track","0.460","0.818","10.031","10.403","13.567","5.478","9.262","2.715","150.568"
"33","GTD","Jeroen Bleekemolen","156","55.204","2:21:01.087","Green","Track","0.467","0.833","10.790","10.857","14.056","5.814","9.601","2.786","148.311"
"96","GTD","Bill Auberlen","156","53.674","2:21:02.342","Green","Track","0.470","0.838","10.032","10.676","13.983","5.501","9.399","2.775","147.365"
"73","GTD","Patrick Long","156","55.517","2:21:05.611","Green","Track","0.471","0.841","10.609","10.808","14.768","5.789","9.446","2.785","147.052"
"91","GTD","Matt Campbell","156","55.593","2:21:06.067","Green","Track","0.475","0.847","10.448","10.925","14.606","5.936","9.556","2.800","145.813"
"76","GTD","Paul Holton","154","56.579","2:21:06.624","Green","Track","0.478","0.851","10.388","10.896","15.330","6.057","9.737","2.842","144.898"
"57","GTD","Katherine Legge","154","54.164","2:21:07.566","Green","Track","0.477","0.851","10.190","10.709","14.143","5.567","9.419","2.808","145.202"
"24","GTLM","John Edwards","159","51.927","2:21:12.888","Green","Track","0.459","0.815","9.799","10.237","13.394","5.375","9.152","2.696","150.896"
"63","GTD","Toni Vilander","153","54.165","2:21:12.939","Green","Track","0.474","0.845","9.986","10.724","13.961","5.566","9.701","2.908","146.121"
"25","GTLM","Connor De Phillippi","160","53.869","2:21:14.544","Green","Track","0.461","0.851","10.319","10.916","13.720","5.607","9.283","2.712","150.242"
"14","GTD","Jack Hawksworth","156","54.230","2:21:17.612","Green","Track","0.474","0.844","10.082","10.739","14.347","5.548","9.409","2.787","146.121"
"3","GTLM","Antonio Garcia","160","52.839","2:21:27.215","Green","Track","0.456","0.817","9.923","10.445","13.562","5.503","9.402","2.731","151.889"
"12","GTD","Townsend Bell","139","54.364","2:21:27.264","Green","Track","0.476","0.848","10.109","10.751","14.193","5.532","9.612","2.843","145.507"
"11","GTD","Andy Lally","156","53.291","2:21:37.448","Green","Track","0.478","0.852","9.847","10.613","13.861","5.511","9.328","2.801","144.898"
"86","GTD","Mario Farnbacher","157","53.364","2:21:39.175","Green","Track","0.473","0.846","9.928","10.670","13.867","5.504","9.288","2.788","146.430"
"9","GTD","Dennis Olsen","157","53.458","2:21:40.117","Green","Track","0.473","0.844","10.043","10.541","13.843","5.491","9.425","2.798","146.430"
"48","GTD","Bryan Sellers","156","53.369","2:21:41.901","Green","Track","0.471","0.841","9.950","10.615","13.955","5.442","9.308","2.787","147.052"
"912","GTLM","Earl Bamber","161","51.864","2:21:44.416","Green","Track","0.459","0.819","9.806","10.188","13.495","5.318","9.068","2.711","150.896"
"67","GTLM","Richard Westbrook","161","51.425","2:21:47.657","Green","Track","0.459","0.820","9.523","10.199","13.485","5.268","8.958","2.713","150.896"
"66","GTLM","Joey Hand","161","52.182","2:21:50.612","Green","Track","0.462","0.834","9.804","10.420","13.494","5.345","9.094","2.729","149.916"
"4","GTLM","Oliver Gavin","160","52.144","2:21:50.843","Green","Track","0.458","0.817","9.972","10.346","13.457","5.332","9.054","2.708","151.226"
"911","GTLM","Patrick Pilet","161","52.665","2:21:53.042","Green","Track","0.460","0.820","10.043","10.416","13.556","5.404","9.223","2.743","150.568"
"33","GTD","Jeroen Bleekemolen","157","53.491","2:21:54.578","Green","Track","0.472","0.838","10.112","10.753","13.755","5.449","9.352","2.760","146.740"
"96","GTD","Bill Auberlen","157","53.270","2:21:55.612","Green","Track","0.470","0.836","9.920","10.626","13.868","5.448","9.338","2.764","147.365"
"73","GTD","Patrick Long","157","53.324","2:21:58.935","Green","Track","0.473","0.844","10.058","10.517","13.859","5.455","9.340","2.778","146.430"
"91","GTD","Matt Campbell","157","53.542","2:21:59.609","Green","Track","0.476","0.850","10.129","10.669","13.785","5.478","9.367","2.788","145.507"
"76","GTD","Paul Holton","155","54.624","2:22:01.248","Green","Track","0.481","0.853","10.235","11.086","14.218","5.545","9.405","2.801","143.995"
"57","GTD","Katherine Legge","155","54.124","2:22:01.690","Green","Track","0.476","0.850","10.169","10.744","14.087","5.583","9.400","2.815","145.507"
"24","GTLM","John Edwards","160","51.733","2:22:04.621","Green","Track","0.457","0.814","9.911","10.204","13.385","5.293","8.979","2.690","151.557"
"63","GTD","Toni Vilander","154","55.085","2:22:08.024","Green","Track","0.493","0.881","10.217","10.928","14.153","5.548","9.895","2.970","140.490"
"25","GTLM","Connor De Phillippi","161","53.669","2:22:08.213","Green","Track","0.458","0.815","10.433","10.630","13.673","5.612","9.370","2.678","151.226"
"14","GTD","Jack Hawksworth","157","53.401","2:22:11.013","Green","Track","0.471","0.840","9.880","10.671","13.987","5.455","9.315","2.782","147.052"
"3","GTLM","Antonio Garcia","161","52.562","2:22:19.777","Green","Track","0.463","0.827","10.190","10.435","13.542","5.328","9.064","2.713","149.593"
"12","GTD","Townsend Bell","140","54.933","2:22:22.197","Green","Track","0.477","0.855","10.626","10.839","14.257","5.538","9.518","2.823","145.202"
"11","GTD","Andy Lally","157","53.543","2:22:30.991","Green","Track","0.476","0.848","9.946","10.655","13.918","5.485","9.401","2.814","145.507"
"86","GTD","Mario Farnbacher","158","53.300","2:22:32.475","Green","Track","0.473","0.847","10.001","10.632","13.814","5.480","9.273","2.780","146.430"
"9","GTD","Dennis Olsen","158","53.537","2:22:33.654","Green","Track","0.475","0.848","10.062","10.688","13.816","5.494","9.369","2.785","145.813"
"48","GTD","Bryan Sellers","157","53.395","2:22:35.296","Green","Track","0.472","0.841","9.894","10.694","13.904","5.465","9.343","2.782","146.740"
"912","GTLM","Earl Bamber","162","52.104","2:22:36.520","Green","Track","0.460","0.820","9.951","10.249","13.493","5.288","9.129","2.714","150.568"
"67","GTLM","Richard Westbrook","162","51.407","2:22:39.064","Green","Track","0.461","0.823","9.528","10.217","13.535","5.247","8.902","2.694","150.242"
"66","GTLM","Joey Hand","162","52.148","2:22:42.760","Green","Track","0.462","0.828","9.816","10.299","13.552","5.370","9.080","2.741","149.916"
"4","GTLM","Oliver Gavin","161","52.114","2:22:42.957","Green","Track","0.459","0.821","9.934","10.323","13.417","5.428","9.049","2.683","150.896"
"911","GTLM","Patrick Pilet","162","53.003","2:22:46.045","Green","Track","0.462","0.824","10.100","10.608","13.643","5.368","9.247","2.751","149.916"
"33","GTD","Jeroen Bleekemolen","158","53.346","2:22:47.924","Green","Track","0.467","0.832","10.059","10.613","13.797","5.504","9.322","2.752","148.311"
"96","GTD","Bill Auberlen","158","53.433","2:22:49.045","Green","Track","0.467","0.832","9.934","10.688","13.907","5.452","9.378","2.775","148.311"
"73","GTD","Patrick Long","158","53.342","2:22:52.277","Green","Track","0.472","0.842","9.982","10.583","13.932","5.433","9.331","2.767","146.740"
"91","GTD","Matt Campbell","158","53.321","2:22:52.930","Green","Track","0.473","0.844","9.902","10.589","13.862","5.515","9.362","2.774","146.430"
"76","GTD","Paul Holton","156","54.645","2:22:55.893","Green","Track","0.476","0.845","10.225","10.821","14.323","5.691","9.456","2.808","145.507"
"57","GTD","Katherine Legge","156","54.505","2:22:56.195","Green","Track","0.477","0.850","10.245","10.775","14.116","5.733","9.496","2.813","145.202"
"24","GTLM","John Edwards","161","52.429","2:22:57.050","Green","Track","0.454","0.810","9.895","10.269","13.667","5.374","9.236","2.724","152.558"
"25","GTLM","Connor De Phillippi","162","53.739","2:23:01.952","Green","Track","0.450","0.801","10.378","10.733","13.652","5.614","9.382","2.729","153.914"
"63","GTD","Toni Vilander","155","54.880","2:23:02.904","Green","Track","0.536","0.968","10.528","10.950","14.148","5.497","9.447","2.806","129.219"
"14","GTD","Jack Hawksworth","158","53.806","2:23:04.819","Green","Track","0.471","0.840","9.965","10.709","14.260","5.512","9.276","2.773","147.052"
"3","GTLM","Antonio Garcia","162","52.455","2:23:12.232","Green","Track","0.458","0.818","9.975","10.421","13.535","5.382","9.148","2.718","151.226"
"12","GTD","Townsend Bell","141","54.069","2:23:16.266","Green","Track","0.476","0.848","10.139","10.695","14.111","5.493","9.475","2.832","145.507"
"11","GTD","Andy Lally","158","53.205","2:23:24.196","Green","Track","0.476","0.849","9.874","10.482","13.892","5.490","9.337","2.805","145.507"
"86","GTD","Mario Farnbacher","159","53.247","2:23:25.722","Green","Track","0.471","0.843","9.940","10.603","13.869","5.464","9.268","2.789","147.052"
"9","GTD","Dennis Olsen","159","53.248","2:23:26.902","Green","Track","0.472","0.843","9.947","10.539","13.828","5.455","9.372","2.792","146.740"
"48","GTD","Bryan Sellers","158","53.405","2:23:28.701","Green","Track","0.469","0.838","9.927","10.594","13.950","5.446","9.324","2.857","147.679"
"912","GTLM","Earl Bamber","163","52.232","2:23:28.752","Green","Track","0.459","0.819","10.023","10.203","13.477","5.398","9.150","2.703","150.896"
"67","GTLM","Richard Westbrook","163","51.447","2:23:30.511","Green","Track","0.458","0.817","9.612","10.169","13.423","5.291","8.963","2.714","151.226"
"66","GTLM","Joey Hand","163","52.115","2:23:34.875","Green","Track","0.464","0.826","9.848","10.234","13.556","5.346","9.110","2.731","149.270"
"4","GTLM","Oliver Gavin","162","52.103","2:23:35.060","Green","Track","0.453","0.809","9.988","10.274","13.465","5.357","9.054","2.703","152.895"
"911","GTLM","Patrick Pilet","163","52.969","2:23:39.014","Green","Track","0.464","0.828","10.173","10.570","13.595","5.393","9.202","2.744","149.270"
"33","GTD","Jeroen Bleekemolen","159","53.439","2:23:41.363","Green","Track","0.466","0.831","10.094","10.651","13.756","5.535","9.342","2.764","148.630"
"96","GTD","Bill Auberlen","159","53.158","2:23:42.203","Green","Track","0.469","0.836","9.892","10.642","13.843","5.436","9.281","2.759","147.679"
"73","GTD","Patrick Long","159","53.293","2:23:45.570","Green","Track","0.470","0.839","9.986","10.530","13.937","5.438","9.319","2.774","147.365"
"91","GTD","Matt Campbell","159","53.248","2:23:46.178","Green","Track","0.471","0.841","9.930","10.510","13.795","5.518","9.396","2.787","147.052"
"24","GTLM","John Edwards","162","53.967","2:23:51.017","Green","Track","0.460","0.819","9.769","10.809","13.853","5.704","9.741","2.812","150.568"
"76","GTD","Paul Holton","157","55.534","2:23:51.427","Green","Track","0.475","0.847","10.331","10.920","14.122","5.850","10.103","2.886","145.813"
"57","GTD","Katherine Legge","157","55.382","2:23:51.577","Green","Track","0.475","0.848","10.265","11.510","14.322","5.561","9.575","2.826","145.813"
"25","GTLM","Connor De Phillippi","163","54.171","2:23:56.123","Green","Track","0.460","0.819","10.504","10.708","13.804","5.664","9.459","2.753","150.568"
"63","GTD","Toni Vilander","156","54.125","2:23:57.029","Green","Track","0.474","0.846","10.098","10.889","14.069","5.547","9.410","2.792","146.121"
"14","GTD","Jack Hawksworth","159","53.958","2:23:58.777","Green","Track","0.470","0.838","10.107","10.801","14.065","5.517","9.364","2.796","147.365"
"3","GTLM","Antonio Garcia","163","52.406","2:24:04.638","Green","Track","0.459","0.820","9.987","10.409","13.567","5.373","9.076","2.715","150.896"
"12","GTD","Townsend Bell","142","54.040","2:24:10.306","Green","Track","0.478","0.852","10.163","10.677","14.159","5.516","9.388","2.807","144.898"
"11","GTD","Andy Lally","159","53.379","2:24:17.575","Green","Track","0.476","0.849","9.911","10.682","13.881","5.425","9.343","2.812","145.507"
"86","GTD","Mario Farnbacher","160","53.356","2:24:19.078","Green","Track","0.474","0.846","9.928","10.567","13.932","5.471","9.344","2.794","146.121"
"9","GTD","Dennis Olsen","160","53.305","2:24:20.207","Green","Track","0.473","0.845","10.007","10.498","13.840","5.467","9.386","2.789","146.430"
"912","GTLM","Earl Bamber","164","52.179","2:24:20.931","Green","Track","0.458","0.816","10.032","10.245","13.455","5.307","9.138","2.728","151.226"
"67","GTLM","Richard Westbrook","164","51.870","2:24:22.381","Green","Track","0.460","0.820","9.562","10.210","13.706","5.404","8.993","2.715","150.568"
"48","GTD","Bryan Sellers","159","54.651","2:24:23.352","Green","Track","0.483","0.866","10.401","10.699","14.028","5.913","9.463","2.798","143.398"
"4","GTLM","Oliver Gavin","163","52.664","2:24:27.724","Green","Track","0.456","0.813","9.975","10.427","13.869","5.291","9.107","2.726","151.889"
"66","GTLM","Joey Hand","164","53.497","2:24:28.372","Green","Track","0.462","0.823","9.887","10.513","14.220","5.540","9.302","2.750","149.916"
"911","GTLM","Patrick Pilet","164","52.864","2:24:31.878","Green","Track","0.463","0.825","10.100","10.452","13.691","5.435","9.164","2.734","149.593"
"33","GTD","Jeroen Bleekemolen","160","53.363","2:24:34.726","Green","Track","0.471","0.831","10.087","10.541","13.702","5.542","9.398","2.791","147.052"
"96","GTD","Bill Auberlen","160","53.622","2:24:35.825","Green","Track","0.467","0.832","9.958","10.775","13.962","5.504","9.349","2.775","148.311"
"73","GTD","Patrick Long","160","53.247","2:24:38.817","Green","Track","0.472","0.841","9.870","10.580","13.890","5.449","9.358","2.787","146.740"
"91","GTD","Matt Campbell","160","53.521","2:24:39.699","Green","Track","0.472","0.844","9.925","10.575","13.995","5.540","9.378","2.792","146.740"
"24","GTLM","John Edwards","163","54.107","2:24:45.124","Green","Track","0.474","0.842","10.008","10.602","13.992","5.641","9.721","2.827","146.121"
"76","GTD","Paul Holton","158","54.873","2:24:46.300","Green","Track","0.486","0.864","10.456","10.793","14.261","5.684","9.504","2.825","142.513"
"57","GTD","Katherine Legge","158","55.143","2:24:46.720","Green","Track","0.478","0.851","10.535","10.847","14.178","5.736","9.647","2.871","144.898"
"25","GTLM","Connor De Phillippi","164","53.697","2:24:49.820","Green","Track","0.463","0.823","10.492","10.593","13.715","5.549","9.328","2.734","149.593"
"63","GTD","Toni Vilander","157","54.104","2:24:51.133","Green","Track","0.472","0.840","10.056","10.878","14.147","5.486","9.424","2.801","146.740"
"14","GTD","Jack Hawksworth","160","53.882","2:24:52.659","Green","Track","0.472","0.844","9.992","10.709","14.151","5.526","9.387","2.801","146.740"
"3","GTLM","Antonio Garcia","164","52.808","2:24:57.446","Green","Track","0.458","0.818","10.101","10.637","13.611","5.363","9.105","2.715","151.226"
"12","GTD","Townsend Bell","143","53.963","2:25:04.269","Green","Track","0.474","0.846","10.184","10.626","14.113","5.446","9.452","2.822","146.121"
"11","GTD","Andy Lally","160","53.268","2:25:10.843","Green","Track","0.477","0.851","9.945","10.594","13.933","5.419","9.258","2.791","145.202"
"86","GTD","Mario Farnbacher","161","53.681","2:25:12.759","Green","Track","0.472","0.845","10.065","10.671","13.951","5.527","9.354","2.796","146.740"
"9","GTD","Dennis Olsen","161","53.383","2:25:13.590","Green","Track","0.474","0.845","9.996","10.588","13.743","5.488","9.451","2.798","146.121"
"912","GTLM","Earl Bamber","165","52.698","2:25:13.629","Green","Track","0.461","0.822","9.938","10.314","13.695","5.435","9.320","2.713","150.242"
"67","GTLM","Richard Westbrook","165","51.868","2:25:14.249","Green","Track","0.462","0.823","9.559","10.366","13.652","5.266","9.020","2.720","149.916"
"48","GTD","Bryan Sellers","160","53.544","2:25:16.896","Green","Track","0.472","0.841","9.990","10.658","13.980","5.464","9.349","2.790","146.740"
"4","GTLM","Oliver Gavin","164","51.727","2:25:19.451","Green","Track","0.461","0.822","9.674","10.161","13.409","5.389","9.100","2.711","150.242"
"66","GTLM","Joey Hand","165","52.513","2:25:20.885","Green","Track","0.465","0.832","9.934","10.416","13.657","5.391","9.097","2.721","148.949"
"911","GTLM","Patrick Pilet","165","52.940","2:25:24.818","Green","Track","0.462","0.825","10.148","10.364","13.573","5.435","9.352","2.781","149.916"
"33","GTD","Jeroen Bleekemolen","161","53.602","2:25:28.328","Green","Track","0.471","0.840","10.048","10.586","13.900","5.568","9.414","2.775","147.052"
"96","GTD","Bill Auberlen","161","53.368","2:25:29.193","Green","Track","0.469","0.836","9.983","10.611","13.861","5.473","9.360","2.775","147.679"
"73","GTD","Patrick Long","161","53.205","2:25:32.022","Green","Track","0.473","0.844","9.943","10.556","13.814","5.454","9.347","2.774","146.430"
"91","GTD","Matt Campbell","161","53.044","2:25:32.743","Green","Track","0.473","0.846","9.918","10.532","13.759","5.432","9.312","2.772","146.430"
"24","GTLM","John Edwards","164","54.919","2:25:40.043","Green","Track","0.476","0.849","9.968","10.555","14.571","5.718","9.921","2.861","145.507"
"76","GTD","Paul Holton","159","54.481","2:25:40.781","Green","Track","0.479","0.851","10.260","10.836","14.145","5.566","9.524","2.820","144.596"
"57","GTD","Katherine Legge","159","54.515","2:25:41.235","Green","Track","0.482","0.860","10.369","10.910","14.113","5.559","9.410","2.812","143.696"
"25","GTLM","Connor De Phillippi","165","54.189","2:25:44.009","Green","Track","0.460","0.820","10.536","10.687","13.800","5.636","9.498","2.752","150.568"
"63","GTD","Toni Vilander","158","53.762","2:25:44.895","Green","Track","0.474","0.844","9.998","10.624","14.112","5.497","9.420","2.793","146.121"
"14","GTD","Jack Hawksworth","161","53.760","2:25:46.419","Green","Track","0.474","0.844","10.057","10.704","14.020","5.529","9.351","2.781","146.121"
"3","GTLM","Antonio Garcia","165","52.323","2:25:49.769","Green","Track","0.459","0.818","10.009","10.342","13.528","5.389","9.079","2.699","150.896"
"11","GTD","Andy Lally","161","53.710","2:26:04.553","Green","Track","0.474","0.846","9.982","10.670","13.924","5.514","9.462","2.838","146.121"
"912","GTLM","Earl Bamber","166","52.666","2:26:06.295","Green","Track","0.459","0.817","10.109","10.340","13.491","5.556","9.174","2.720","150.896"
"86","GTD","Mario Farnbacher","162","54.104","2:26:06.863","Green","Track","0.474","0.849","10.043","10.613","13.985","5.830","9.512","2.798","146.121"
"9","GTD","Dennis Olsen","162","54.164","2:26:07.754","Green","Track","0.475","0.863","10.459","10.675","14.013","5.478","9.413","2.788","145.813"
